HH_ID,Person_ID,Trip_ID,Trip_Purpose,From_Time,Main_Mode,In-Vehicle Persons,To_Time,Trip_Dist,From_TAZ,To_TAZ,From_City,To_City,From_lng,From_lat,To_lng,To_lat
3ed045d2c2b144bf0fad15490395afeb0000,1ae60b99bc2212ff806f470f9b3951380001,1,Shopping,14:05,Company Car,,14:50,2.147575,ea6b2efbdd4255a9f1b3bbc6399b58f4,6c0958d82a830a02c0718147b1b565c1,Shenzhen,Shenzhen,114.00595604075046,22.54903923701784,113.9352633955079,22.592728792251364
3ed045d2c2b144bf0fad15490395afeb0000,1ae60b99bc2212ff806f470f9b3951380001,2,Others,16:50,Online Other Car Hailing,,17:25,1.821436,ef50c335cca9f340bde656363ebd02fd,c92a10324374fac681719d63979d00fe,Shenzhen,Shenzhen,113.9352633955079,22.592728792251364,114.0550308763088,22.5520473863623
2814d9bc76aec66b0836ca077114d0030001,096852a1f2ff0cefd68863318d199b350002,1,Pick up,07:35,Taxi,,08:00,17.00375,4a08142c38dbe374195d41c04562d9f8,b06f50d1f89bd8b2a0fb771c1a69c2b0,Shenzhen,Shenzhen,114.01464733574933,22.50994475203941,114.06633084007385,22.536507131695558
2814d9bc76aec66b0836ca077114d0030001,096852a1f2ff0cefd68863318d199b350002,2,Go Back to Workplace / School,08:35,Online Bus Hailing,,14:40,5.153099,82b8a3434904411a9fdc43ca87cee70c,2387337ba1e0b0249ba90f55b2ba2521,Shenzhen,Shenzhen,114.06633084007385,22.536507131695558,114.03834827131516,22.560205820832014
2814d9bc76aec66b0836ca077114d0030001,096852a1f2ff0cefd68863318d199b350002,3,Visiting Friends,16:30,Company Car,,21:05,5.002492,4a08142c38dbe374195d41c04562d9f8,3366297a637d4a3a358dfc6faad2fcf5,Shenzhen,Shenzhen,114.03834827131516,22.560205820832014,114.07691578565992,22.5562558785296
2814d9bc76aec66b0836ca077114d0030001,096852a1f2ff0cefd68863318d199b350002,4,Commuting,22:30,Bus,,23:00,0.556238,fed33392d3a48aa149a87a38b875ba4a,3366297a637d4a3a358dfc6faad2fcf5,Shenzhen,Shenzhen,114.07691578565992,22.5562558785296,114.058595312081,22.517711869601026
2814d9bc76aec66b0836ca077114d0030001,cd4e84d56a7c737695a1f1e78fe61ce10003,1,Go to School,07:35,Online Other Car Hailing,,11:15,2.711097,e515df0d202ae52fcebb14295743063b,f3e52c300b822a8123e7ace55fe15c08,Shenzhen,Shenzhen,114.01464733574933,22.50994475203941,114.12789824853596,22.557811028608338
2814d9bc76aec66b0836ca077114d0030001,cd4e84d56a7c737695a1f1e78fe61ce10003,2,Business,12:10,Private Car (Shared Ride),,16:15,4.353733,e327b1649d06bf74fceb4fe73f83bdba,f3f1fa1e4348bfbebdeee8c80a04c3b9,Shenzhen,Shenzhen,114.12789824853596,22.557811028608338,114.07691578565992,22.5562558785296
2814d9bc76aec66b0836ca077114d0030001,cd4e84d56a7c737695a1f1e78fe61ce10003,3,Go to Hospital,17:05,Online Bus Hailing,,17:50,20.830958,4a08142c38dbe374195d41c04562d9f8,a74c3bae3e13616104c1b25f9da1f11f,Shenzhen,Shenzhen,114.07691578565992,22.5562558785296,113.93313257747756,22.521542315488965
2814d9bc76aec66b0836ca077114d0030001,cd4e84d56a7c737695a1f1e78fe61ce10003,4,Visiting Friends,20:25,E-Bike,,21:20,8.181564999999999,253614bbac999b38b5b60cae531c4969,033daef61ea8721921fbbeebb6f87313,Shenzhen,Shenzhen,113.93313257747756,22.521542315488965,114.06144195663558,22.53892247001041
2814d9bc76aec66b0836ca077114d0030001,e5de3df9006b9453a6c9361c9dc84bd40004,1,Visiting Friends,07:45,Private Car (Driving),,09:20,2.3888849999999997,cb8acb1dc9821bf74e6ca9068032d623,ef50c335cca9f340bde656363ebd02fd,Shenzhen,Shenzhen,114.01464733574933,22.50994475203941,114.06609041037628,22.736299863828936
2814d9bc76aec66b0836ca077114d0030001,e5de3df9006b9453a6c9361c9dc84bd40004,2,Go Back to Workplace / School,11:15,Private Car (Driving),,20:50,4.863596,b06f50d1f89bd8b2a0fb771c1a69c2b0,9185f3ec501c674c7c788464a36e7fb3,Shenzhen,Shenzhen,114.06609041037628,22.736299863828936,114.06226120412735,22.53883245867829
2814d9bc76aec66b0836ca077114d0030001,e5de3df9006b9453a6c9361c9dc84bd40004,3,Entertainment,22:10,Shared Bike,,23:40,2.046826,a2137a2ae8e39b5002a3f8909ecb88fe,f4dd765c12f2ef67f98f3558c282a9cd,Shenzhen,Shenzhen,114.06226120412735,22.53883245867829,113.82014878925682,22.630566750653987
7c3d2bd6f146491c484182eb885649660002,ab6de4f2cd6c9f62424db7d31508a3bd0006,1,Pick up,14:05,Bus,,16:20,12.500749,fed33392d3a48aa149a87a38b875ba4a,e327b1649d06bf74fceb4fe73f83bdba,Shenzhen,Shenzhen,114.02362099969059,22.563046752960606,114.06109441196743,22.55093034325053
fc071ba9847ba0239ed39e7c3c3d34850003,036ed81af18468d82c2b502d2979f5b10008,1,Business,12:40,Company Car,,19:50,0.416604,5b5e6cc50cefa5e9f1f5ca272b136475,6c0958d82a830a02c0718147b1b565c1,Shenzhen,Shenzhen,114.00074343928667,22.51146454330097,113.92412901774216,22.66536115018713
fc071ba9847ba0239ed39e7c3c3d34850003,036ed81af18468d82c2b502d2979f5b10008,2,Pick up,21:45,Bike,,23:40,8.169606,b06f50d1f89bd8b2a0fb771c1a69c2b0,d2a452edff079ca6980edcf54cc49945,Shenzhen,Shenzhen,113.92412901774216,22.66536115018713,114.04729481824808,22.554326583102625
fc071ba9847ba0239ed39e7c3c3d34850003,90c067ed7f62ba78870700139ee453eb0009,1,Pick up,01:35,Bike,,08:20,9.229383,fed33392d3a48aa149a87a38b875ba4a,ea6b2efbdd4255a9f1b3bbc6399b58f4,Shenzhen,Shenzhen,114.00074343928667,22.51146454330097,114.06734619608991,22.64962149322865
fc071ba9847ba0239ed39e7c3c3d34850003,90c067ed7f62ba78870700139ee453eb0009,2,Others,14:05,Private Car (Shared Ride),,16:05,2.251166,a2137a2ae8e39b5002a3f8909ecb88fe,6c0958d82a830a02c0718147b1b565c1,Shenzhen,Shenzhen,114.06734619608991,22.64962149322865,114.05279222422823,22.550887491054297
fc071ba9847ba0239ed39e7c3c3d34850003,90c067ed7f62ba78870700139ee453eb0009,3,Others,17:45,Online Bus Hailing,,21:30,1.206818,f33ba15effa5c10e873bf3842afb46a6,88ef51f0bf911e452e8dbb1d807a81ab,Shenzhen,Shenzhen,114.05279222422823,22.550887491054297,114.0640192882568,22.56011354165496
fc071ba9847ba0239ed39e7c3c3d34850003,1bbd632373e057724efad8ec26719f160010,1,Commuting,06:30,Bike,,06:45,1.821436,84ddfb34126fc3a48ee38d7044e87276,a10a26631d45928cb8be4ebabbee8b8d,Shenzhen,Shenzhen,114.00074343928667,22.51146454330097,113.91622457327284,22.566192020185238
fc071ba9847ba0239ed39e7c3c3d34850003,1bbd632373e057724efad8ec26719f160010,2,Others,12:10,Online Bus Hailing,,18:20,12.724797,43dd49b4fdb9bede653e94468ff8df1e,2d579dc29360d8bbfbb4aa541de5afa9,Shenzhen,Shenzhen,113.91622457327284,22.566192020185238,114.07691578565992,22.5562558785296
a381b19428f6b9b5d2118a40461e89f00004,d5ce66cfb4fd511fbc685802431ae4b70011,1,Go to School,12:05,Shared Bike,,13:20,17.032626999999998,95192c98732387165bf8e396c0f2dad2,b06f50d1f89bd8b2a0fb771c1a69c2b0,Shenzhen,Shenzhen,114.00074343928667,22.51146454330097,114.04148890975958,22.54728057016992
a381b19428f6b9b5d2118a40461e89f00004,d5ce66cfb4fd511fbc685802431ae4b70011,2,Others,14:30,Company Car,,15:30,6.405664,43dd49b4fdb9bede653e94468ff8df1e,e515df0d202ae52fcebb14295743063b,Shenzhen,Shenzhen,114.04148890975958,22.54728057016992,114.0505224239246,22.550688108656765
a381b19428f6b9b5d2118a40461e89f00004,d5ce66cfb4fd511fbc685802431ae4b70011,3,Pick up,16:25,E-Bike,,20:05,5.394551,b8c37e33defde51cf91e1e03e51657da,ce5140df15d046a66883807d18d0264b,Shenzhen,Shenzhen,114.0505224239246,22.550688108656765,114.03186282263373,22.627444058207626
a381b19428f6b9b5d2118a40461e89f00004,d5ce66cfb4fd511fbc685802431ae4b70011,4,Visiting Friends,21:20,Walk,3.0,22:00,2.5901389999999997,03e0704b5690a2dee1861dc3ad3316c9,299a23a2291e2126b91d54f3601ec162,Shenzhen,Shenzhen,114.03186282263373,22.627444058207626,114.05107767235106,22.55029483648423
a381b19428f6b9b5d2118a40461e89f00004,a97066170b4c3036b72b99fa29d534100014,1,Visiting Friends,14:05,Bus,,16:05,7.4973350000000005,5b5e6cc50cefa5e9f1f5ca272b136475,1cd3882394520876dc88d1472aa2a93f,Shenzhen,Shenzhen,114.00074343928667,22.51146454330097,114.03869930505054,22.55325981111097
a381b19428f6b9b5d2118a40461e89f00004,a97066170b4c3036b72b99fa29d534100014,2,Shopping,16:25,Company Car,,16:45,8.163687,033daef61ea8721921fbbeebb6f87313,3366297a637d4a3a358dfc6faad2fcf5,Shenzhen,Shenzhen,114.03869930505054,22.55325981111097,114.25445913871138,22.72601779297677
a381b19428f6b9b5d2118a40461e89f00004,a97066170b4c3036b72b99fa29d534100014,3,Visiting Friends,17:25,Taxi,,19:00,19.871578,0c9ebb2ded806d7ffda75cd0b95eb70c,aebf7782a3d445f43cf30ee2c0d84dee,Shenzhen,Shenzhen,114.25445913871138,22.72601779297677,113.9365367908754,22.538495155865863
a381b19428f6b9b5d2118a40461e89f00004,a97066170b4c3036b72b99fa29d534100014,4,Visiting Friends,20:10,Walk,,20:25,4.515048999999999,ef50c335cca9f340bde656363ebd02fd,4fa177df22864518b2d7818d4db5db2d,Shenzhen,Shenzhen,113.9365367908754,22.538495155865863,114.07153353955499,22.57152592304988
a381b19428f6b9b5d2118a40461e89f00004,5f5e46e656009b0b9b228beb6689a8280015,1,Business,14:40,Metro,,14:40,12.147062,24146db4eb48c718b84cae0a0799dcfc,84ddfb34126fc3a48ee38d7044e87276,Shenzhen,Shenzhen,114.00074343928667,22.51146454330097,114.03548463464504,22.6404819758866
a381b19428f6b9b5d2118a40461e89f00004,5f5e46e656009b0b9b228beb6689a8280015,2,Go Back to Workplace / School,15:20,E-Bike,,20:15,3.376146,71e09b16e21f7b6919bbfc43f6a5b2f0,7ea4e7fcdc6aff2777bd594a3754e02a,Shenzhen,Shenzhen,114.03548463464504,22.6404819758866,114.05804057437004,22.54755893993475
a381b19428f6b9b5d2118a40461e89f00004,0bca83726a105a1df4e29f991712fb220017,1,Go to Hospital,14:20,Online Bus Hailing,,19:40,2.707223,e515df0d202ae52fcebb14295743063b,cfcd208495d565ef66e7dff9f98764da,Shenzhen,Shenzhen,114.00074343928667,22.51146454330097,114.09287085076176,22.551728696473432
a381b19428f6b9b5d2118a40461e89f00004,0bca83726a105a1df4e29f991712fb220017,2,Go to School,21:25,Walk,,22:20,6.796158999999999,f4dd765c12f2ef67f98f3558c282a9cd,7cce53cf90577442771720a370c3c723,Shenzhen,Shenzhen,114.09287085076176,22.551728696473432,114.02628505010055,22.547586890823265
53a6f328c829d9c5a5e420a0ebef15750005,78d17881f78f2c0604617ccad2e7b77e0018,1,Entertainment,09:00,Bus,,21:10,4.242336,afdec7005cc9f14302cd0474fd0f3c96,b06f50d1f89bd8b2a0fb771c1a69c2b0,Shenzhen,Shenzhen,113.99840658300663,22.50118912615616,114.05666427488,22.564737958686727
53a6f328c829d9c5a5e420a0ebef15750005,366f3a325d50825b2181722fae48af0d0019,1,Go Back to Workplace / School,11:55,Online Other Car Hailing,,15:00,2.695471,fed33392d3a48aa149a87a38b875ba4a,ce5140df15d046a66883807d18d0264b,Shenzhen,Shenzhen,113.99840658300663,22.50118912615616,114.1352195523226,22.56229284537427
53a6f328c829d9c5a5e420a0ebef15750005,366f3a325d50825b2181722fae48af0d0019,2,Shopping,18:30,Taxi,,19:15,0.538802,b06f50d1f89bd8b2a0fb771c1a69c2b0,456ac9b0d15a8b7f1e71073221059886,Shenzhen,Shenzhen,114.1352195523226,22.56229284537427,114.0417770280362,22.559871917027817
53a6f328c829d9c5a5e420a0ebef15750005,8265e645c5fd05280129bfdf699f73420020,1,Pick up,18:30,Private Car (Shared Ride),,23:55,2.251166,df4fe8a8bcd5c95cdb640aa9793bb32b,253614bbac999b38b5b60cae531c4969,Shenzhen,Shenzhen,113.99840658300663,22.50118912615616,114.09271046702229,22.551619088469405
53a6f328c829d9c5a5e420a0ebef15750005,7d1427d868b7a2071d56e2e2a75193000022,1,Others,06:20,Company Car,,10:50,4.132718,ebd6d2f5d60ff9afaeda1a81fc53e2d0,d2a452edff079ca6980edcf54cc49945,Shenzhen,Shenzhen,113.99840658300663,22.50118912615616,114.06199022460724,22.55177158991461
53a6f328c829d9c5a5e420a0ebef15750005,a8fe5e8ce035b3e4bbd1b99f7955c08c0023,1,Go Back to Workplace / School,10:40,Private Car (Driving),,15:30,12.147062,995e1fda4a2b5f55ef0df50868bf2a8f,a1519de5b5d44b31a01de013b9b51a80,Shenzhen,Shenzhen,113.99840658300663,22.50118912615616,114.0417770280362,22.559871917027817
53a6f328c829d9c5a5e420a0ebef15750005,a8fe5e8ce035b3e4bbd1b99f7955c08c0023,2,Entertainment,19:15,Taxi,,21:25,4.230498000000001,390e982518a50e280d8e2b535462ec1f,df4fe8a8bcd5c95cdb640aa9793bb32b,Shenzhen,Shenzhen,114.0417770280362,22.559871917027817,114.05666427488,22.564737958686727
53a6f328c829d9c5a5e420a0ebef15750005,7fc3e5ae8e71775611e8960e029a08620024,1,Commuting,09:35,Walk,,10:55,6.192753,20479c788fb27378c2c99eadcf207e7f,2d579dc29360d8bbfbb4aa541de5afa9,Shenzhen,Shenzhen,113.99840658300663,22.50118912615616,114.12789824853596,22.557811028608338
53a6f328c829d9c5a5e420a0ebef15750005,fd9f24d6a34474abe0aae2c7fbfa6ee30025,1,Business,12:40,Bus,,15:05,3.3575019999999998,89885ff2c83a10305ee08bd507c1049c,7cce53cf90577442771720a370c3c723,Shenzhen,Shenzhen,113.99840658300663,22.50118912615616,114.06014488621086,22.54432512755093
53a6f328c829d9c5a5e420a0ebef15750005,fd9f24d6a34474abe0aae2c7fbfa6ee30025,2,Shopping,15:05,Bus,,15:25,3.4203,23d2e1578544b172cca332ff74bddf5f,3806734b256c27e41ec2c6bffa26d9e7,Shenzhen,Shenzhen,114.06014488621086,22.54432512755093,114.05221046015268,22.55030770261273
53a6f328c829d9c5a5e420a0ebef15750005,fd9f24d6a34474abe0aae2c7fbfa6ee30025,3,Visiting Friends,15:30,Private Car (Shared Ride),,16:35,0.8644729999999999,5b5e6cc50cefa5e9f1f5ca272b136475,89885ff2c83a10305ee08bd507c1049c,Shenzhen,Shenzhen,114.05221046015268,22.55030770261273,114.07105612705769,22.53743996276001
53a6f328c829d9c5a5e420a0ebef15750005,fd9f24d6a34474abe0aae2c7fbfa6ee30025,4,Commuting,19:15,Shared Bike,,21:25,1.7170590000000001,b8c37e33defde51cf91e1e03e51657da,d8700cbd38cc9f30cecb34f0c195b137,Shenzhen,Shenzhen,114.07105612705769,22.53743996276001,114.05960369106285,22.54859432113255
71259944d502def83f3efb3c590ffc730006,ccaa9716e94d230d3046023a330037b90026,1,Business,08:50,Company Car,,15:15,3.2175860000000003,d198bd736a97e7cecfdf8f4f2027ef80,89885ff2c83a10305ee08bd507c1049c,Shenzhen,Shenzhen,114.00392536672082,22.508370642774175,113.986828408353,22.564045625435504
71259944d502def83f3efb3c590ffc730006,ccaa9716e94d230d3046023a330037b90026,2,Pick up,17:40,Company Car,,18:40,1.509839,5d616dd38211ebb5d6ec52986674b6e4,c92a10324374fac681719d63979d00fe,Shenzhen,Shenzhen,113.986828408353,22.564045625435504,114.0538788039542,22.547076659616852
71259944d502def83f3efb3c590ffc730006,ccaa9716e94d230d3046023a330037b90026,3,Go Back to Workplace / School,21:15,Shared Bike,,22:30,17.874399,708f3cf8100d5e71834b1db77dfa15d6,3806734b256c27e41ec2c6bffa26d9e7,Shenzhen,Shenzhen,114.0538788039542,22.547076659616852,114.05204331810265,22.54703890164441
